trade_id,counterparty_id,counterparty_name,isin,trade_date,settlement_date,asset_class,notional_eur,price,quantity,bid,ask,mid_price,volume_j,volatility_30d,credit_rating,default_flag,sector,country_risk,trader_id
TRD002380,CP036,Chevalier Lamy et Fils,FR0000000145,2024-01-29,2024-01-31,bond,1104563.24,113.1261,9764,112.8151,113.1746,127.612,3520430,43.21,BBB,0,Financials,73.7,TR011
TRD003240,CP020,Foucher,FR0000000054,2024-05-28,2024-05-30,equity,4886678.95,210.1707,23251,210.11,210.2263,210.1682,4034224,49.95,,0,Industrials,38.1,TR020
TRD002116,CP003,Breton,FR0000000034,2024-03-18,2024-03-20,derivative,115753.11,3.2682,35418,3.257,3.2713,3.2641,1456444,30.9,,0,Industrials,17.3,TR013
TRD000559,CP009,Dias Guillaume et Fils,FR0000000092,2024-06-04,2024-06-06,equity,17083673.26,669.0821,25533,668.16,670.0355,669.0977,3554491,43.12,A,0,Utilities,55.8,TR012
TRD001258,CP014,Fouquet SA,FR0000000130,2024-02-12,2024-02-14,bond,2401330.65,87.2862,27511,87.205,87.4257,87.3153,2475817,11.14,B,1,Healthcare,39.9,TR005
TRD007056,CP035,Hernandez SARL,FR0000000070,2024-04-24,2024-04-26,Fx,31186.54,1.0764,28973,1.074704,1.0789,1.0768,1933868,13.24,CCC,0,Industrials,37.9,TR024
TRD003809,CP010,Allard,FR0000000033,2024-03-14,2024-03-18,DERIV,2200421.15,46.6814,47137,46.6308,46.8062,46.7185,2564624,77.78,BBB,0,Financials,52.3,TR008
TRD008027,CP029,Le Goff,FR0000000055,2024-01-22,2024-01-24,derivative,58048.74,4.6965,12360,4.695,4.7077,4.7013,1887823,83.19,BBB,0,Technology,35.1,TR022
TRD004940,CP009,Dias Guillaume et Fils,FR0000000031,2024-06-12,2024-06-14,derivative,684062.02,20.2595,33765,20.2559,20.2672,20.2615,452740,,A,0,Utilities,59.6,TR011
TRD008067,CP037,Guichard Rey S.A.S.,FR0000000073,2024-03-06,2024-03-08,Derivative,1904088.23,48.3357,39393,48.3253,48.3916,48.3584,4420684,79.95,BBB,0,Real Estate,45.4,TR010
TRD003288,CP025,Pereira,FR0000000148,2024-06-28,2024-07-01,derivative,2072766.38,45.4564,45599,45.4275,45.5756,45.5016,2214882,18.96,,0,Industrials,58.7,TR002
TRD001866,CP039,Laroche Gilbert S.A.R.L.,FR0000000117,2024-03-19,2024-03-21,equity,4439181.99,205.6224,21589,205.45,205.845,205.6475,1899839,,BBB,0,Utilities,72.5,TR007
TRD002031,CP045,Leclerc S.A.S.,FR0000000147,2024-03-08,2024-03-11,Fx,44071.95,1.0564,41719,1.054436,1.0572,1.0558,4160835,28.06,AA,0,Financials,18.0,TR023
TRD000138,CP040,Bailly,FR0000000121,2024-05-09,2024-05-13,EQ,24790732.58,569.915,43499,569.03,570.6427,569.8364,4482193,43.27,D,0,Technology,10.9,TR011
TRD005501,CP007,Wagner SARL,FR0000000082,2024-04-24,2024-04-26,Derivative,347087.79,20.8311,16662,20.7925,20.8517,20.8221,3299453,23.85,BBB,0,Technology,51.7,TR019
TRD003608,CP035,Hernandez SARL,FR0000000138,2024-03-15,2024-03-18,equity,7648140.64,318.7655,23993,318.72,318.9015,318.8107,2969889,69.55,CCC,1,Industrials,40.4,TR010
TRD008553,CP029,Le Goff,FR0000000079,2024-05-14,2024-05-16,fx,52538.5,1.0674,49221,1.06366,1.0683,1.066,2331148,53.75,BBB,0,Technology,41.5,TR016
TRD006842,CP009,Dias Guillaume et Fils,FR0000000035,2024-04-08,2024-04-10,bond,3885421.3,87.8816,44212,89.7164,87.9429,87.7704,1093897,11.31,A,0,Utilities,57.6,TR014
TRD007576,CP008,Dufour S.A.R.L.,FR0000000133,2024-06-04,2024-06-06,EQ,10120101.94,274.436,36876,273.93,274.9892,274.4596,1417335,65.77,BBB,0,Technology,43.8,TR005
TRD004403,CP027,Roussel,FR0000000090,2024-01-30,2024-02-01,bond,4947128.4,101.7488,48621,101.5497,101.9775,101.7636,413943,22.37,BBB,0,Healthcare,72.2,TR015
TRD005530,CP015,Traore,FR0000000109,2024-01-19,2024-01-22,BOND,3505028.63,109.6658,31961,109.6146,109.7592,109.6869,1086832,46.63,BB,0,Financials,34.4,TR005
TRD008620,CP017,Bègue,FR0000000009,2024-03-11,2024-03-13,FI,3865582.25,110.6412,34938,110.5727,110.7801,110.6764,1900882,39.91,A,0,Utilities,23.9,TR020
TRD001952,CP022,Gros Cohen SARL,FR0000000064,2024-03-26,2024-03-28,Fx,36819.18,1.2212,30150,1.220247,1.2227,1.2215,4195810,27.54,BB,0,Energy,23.1,TR019
TRD002754,CP003,Breton,FR0000000117,2024-01-10,2024-01-12,BOND,5232838.05,105.3924,49651,105.3741,105.4311,105.4026,1056858,54.48,A,0,Industrials,15.1,TR006
TRD002876,CP015,Traore,FR0000000029,2024-01-24,2024-01-26,Equities,3927113.06,358.5095,10954,357.77,358.8569,358.3134,4154873,47.33,BB,0,Financials,42.8,TR022
TRD008501,CP037,Guichard Rey S.A.S.,FR0000000064,2024-03-26,2024-03-28,equity,30348196.41,663.1891,45761,661.92,663.6522,662.7861,4362587,7.15,BBB,0,Real Estate,41.4,TR011
TRD008399,CP008,Dufour S.A.R.L.,FR0000000015,2024-01-05,2024-01-08,EQ,5798539.52,386.1574,15016,386.05,386.4404,386.2452,3503240,10.78,BBB,0,Technology,39.3,TR015
TRD007334,CP045,Leclerc S.A.S.,FR0000000072,2024-03-26,2024-03-24,equity,15298741.54,655.8946,23325,655.29,656.8608,656.0754,2313825,46.42,AA,0,Financials,25.3,TR013
TRD002619,CP046,Boucher Charpentier SARL,FR0000000088,2024-01-03,2024-01-05,bond,4770698.78,97.7462,48807,97.6998,98.0234,97.8616,1103275,33.93,BB,0,Healthcare,12.3,TR020
TRD001369,CP043,Noël S.A.R.L.,FR0000000102,2024-06-18,2024-06-20,bond,2601927.17,110.372,27732,93.7855,93.8515,93.8185,3228966,61.16,A,0,Healthcare,36.5,TR018
TRD008689,CP027,Roussel,FR0000000003,2024-05-13,2024-05-15,Derivatives,193655.81,22.6207,8561,22.5911,22.693,22.6421,4343826,43.76,BBB,0,Healthcare,73.5,TR005
TRD005812,CP008,Dufour S.A.R.L.,FR0000000103,2024-02-12,2024-02-14,EQUITY,17671878.21,474.0565,37278,473.57,474.567,474.0685,138025,67.82,BBB,0,Technology,40.3,TR009
TRD003213,CP029,Le Goff,FR0000000055,2024-02-05,2024-02-07,FI,4735532.91,110.9128,42696,110.7126,111.0991,110.9059,2676746,12.03,BBB,0,Technology,35.3,TR016
TRD006726,CP024,Moreno Godard S.A.,FR0000000056,2024-06-06,2024-06-10,fx,63077.97,1.4022,44985,1.399039,1.403,1.401,2238664,17.33,,0,Consumer Discretionary,14.0,TR021
TRD007561,CP029,Le Goff,FR0000000085,2024-06-28,2024-07-01,derivative,665927.91,16.2366,41014,16.2171,16.2478,16.2325,3633289,70.42,,0,Technology,33.8,TR008
TRD000530,CP010,Allard,FR0000000062,2024-04-29,2024-05-01,bond,2906969.7,221.8048,26986,107.393,107.8167,107.6048,1717568,30.49,BBB,0,Financials,58.5,TR014
TRD000086,CP041,Jacquot S.A.R.L.,FR0000000008,2024-02-07,2024-02-09,equity,13488331.69,601.0843,22440,600.7,601.5819,601.1409,722671,17.59,B,0,Industrials,10.2,TR002
TRD007989,CP004,Paul Bertin SARL,FR0000000118,2024-06-24,2024-06-26,derivative,352510.25,27.6024,12771,27.5687,27.6069,27.5878,733881,83.86,BB,0,Healthcare,7.9,TR006
TRD002091,CP021,Bonnet SA,FR0000000100,2024-01-26,2024-01-29,bond,3349257.59,108.3166,30921,108.2794,108.6274,108.4534,397062,,BB,0,Financials,55.4,TR021
TRD004303,CP046,Boucher Charpentier SARL,FR0000000130,2024-02-13,2024-02-15,derivative,900.59,0.9143,985,0.9138,0.9143,0.9141,2216978,,BB,0,Healthcare,11.3,TR007
TRD006664,CP008,Dufour S.A.R.L.,FR0000000132,2024-02-05,2024-02-07,fx,37172.99,0.8754,42464,0.87435,0.8774,0.8759,2237310,67.78,BBB,0,Technology,45.5,TR017
TRD008189,CP005,Duhamel,FR0000000126,2024-04-08,2024-04-10,OPT,188600.08,6.4056,29443,6.3972,6.4109,6.404,4000491,5.42,BBB,0,Healthcare,66.6,TR017
TRD005258,CP045,Leclerc S.A.S.,FR0000000042,2024-01-22,2024-01-24,derivative,1288771.58,30.6573,42038,30.6044,30.7201,30.6623,1152331,,AA,0,Financials,18.5,TR004
TRD003021,CP001,Ruiz SA,FR0000000031,2024-05-21,2024-05-23,bond,300702.21,97.5989,3081,97.5117,97.7492,97.6304,1149768,73.08,B,0,Technology,17.8,TR009
TRD007384,CP041,Jacquot S.A.R.L.,FR0000000134,2024-01-22,2024-01-24,bond,1937508.97,90.4406,21423,90.3412,90.5992,90.4702,4343768,,B,0,Industrials,11.4,TR016
TRD002617,CP016,Gros,FR0000000100,2024-05-10,2024-05-13,Derivatives,620141.7,12.6891,48872,12.6624,12.7228,12.6926,2200202,46.54,BB,0,Healthcare,44.8,TR009
TRD003169,CP015,Traore,FR0000000023,2024-06-17,2024-06-19,derivative,710648.36,38.829,18302,38.8133,38.8491,38.8312,2127904,18.8,BB,0,Financials,43.1,TR015
TRD000624,CP001,Ruiz SA,FR0000000093,2024-02-19,2024-02-21,equity,1395312.21,72.8889,19143,72.88,72.9263,72.9031,259020,40.23,,0,Technology,16.5,TR007
TRD004427,CP016,Gros,FR0000000067,2024-06-25,2024-06-27,Foreign Exchange,4351.56,0.9863,4412,0.983145,0.9867,0.9849,3914822,80.93,BB,0,Healthcare,41.4,TR018
TRD006143,CP019,Pelletier et Fils,FR0000000054,2024-06-21,2024-06-24,fx,37191.55,1.0763,34555,1.075097,1.0777,1.0764,2825432,57.57,A,0,Real Estate,73.0,TR021
TRD006027,CP003,Breton,FR0000000142,2024-01-29,2024-01-31,equity,1883823.62,565.7128,3330,565.09,566.7513,565.9207,1910425,,A,0,Industrials,18.2,TR011
TRD000542,CP027,Roussel,FR0000000082,2024-06-25,2024-06-27,fx,51302.84,1.1362,45153,1.134856,1.1392,1.137,717989,52.44,BBB,0,Healthcare,69.7,TR014
TRD006781,CP024,Moreno Godard S.A.,FR0000000123,2024-04-12,2024-04-15,EQUITY,10698237.43,778.6199,13740,777.89,779.3142,778.6021,3918173,70.82,BB,0,Consumer Discretionary,21.0,TR017
TRD003234,CP019,Pelletier et Fils,FR0000000037,2024-06-07,2024-06-10,derivative,111700.45,3.0002,37231,2.9955,3.0086,3.002,1907712,15.88,,0,Real Estate,76.0,TR021
TRD003261,CP030,Marie,FR0000000099,2024-06-10,2024-06-12,bond,2176568.28,94.2115,23103,93.8707,94.3264,94.0986,4637128,,A,0,Technology,54.3,TR019
TRD001370,CP047,Bernard S.A.,FR0000000068,2024-03-05,2024-03-07,Foreign Exchange,3556.43,0.8187,4344,0.817935,0.82,0.819,1350560,40.52,B,0,Industrials,15.0,TR012
TRD002114,CP021,Bonnet SA,FR0000000005,2024-05-13,2024-05-15,derivative,446424.79,16.5951,26901,16.5482,16.6242,16.5862,2888598,37.68,BB,0,Financials,57.3,TR010
TRD001246,CP011,Traore,FR0000000006,2024-03-18,2024-03-20,bond,5287465.61,179.7435,47433,111.3834,111.8183,111.6008,2606987,63.02,CCC,1,Financials,39.0,TR009
TRD007726,CP042,Marion S.A.R.L.,FR0000000003,2024-05-08,2024-05-10,equity,36330496.95,743.8829,48839,743.56,744.9301,744.245,135721,43.62,A,0,Consumer Discretionary,53.7,TR003
TRD006495,CP002,Maillot,FR0000000107,2024-06-11,2024-06-13,BOND,818883.08,88.1752,9287,88.085,88.4516,88.2683,728996,77.83,A,0,Financials,37.1,TR007
TRD006425,CP025,Pereira,FR0000000101,2024-03-26,2024-03-28,Derivative,1611859.34,48.0908,33517,48.0595,48.1748,48.1171,1832261,77.68,BBB,0,Industrials,55.8,TR001
TRD005748,CP016,Gros,FR0000000019,2024-02-05,2024-02-07,Derivative,767959.38,33.1947,23135,33.1878,33.2169,33.2024,2877654,46.65,BB,0,Healthcare,40.7,TR024
TRD002947,CP025,Pereira,FR0000000065,2024-03-04,2024-03-06,fx,25803.42,1.2495,20651,1.247459,1.25,1.2487,611893,14.55,BBB,0,Industrials,54.3,TR008
TRD000383,CP020,Foucher,FR0000000010,2024-06-14,2024-06-17,fx,19589.52,0.8554,22901,0.854934,0.8556,0.8553,1021167,75.38,AAA,0,Industrials,38.0,TR008
TRD004376,CP032,Tessier,FR0000000028,2024-01-29,2024-01-31,derivative,56858.9,2.9389,19347,2.9365,2.943,2.9398,4724749,,A,0,Technology,22.9,TR019
TRD002176,CP024,Moreno Godard S.A.,FR0000000135,2024-03-04,2024-03-06,fx,24612.09,1.0809,22770,1.080172,1.0843,1.0822,4923799,31.1,BB,0,Consumer Discretionary,16.2,TR005
TRD003079,CP009,Dias Guillaume et Fils,FR0000000058,2024-02-05,2024-02-07,equity,18415934.36,385.4722,47775,385.33,385.7789,385.5544,2146353,83.32,A,0,Utilities,55.7,TR004
TRD002647,CP029,Le Goff,FR0000000084,2024-03-04,2024-03-06,Equity,10992042.1,551.9756,19914,551.23,552.8691,552.0495,4426388,26.81,BBB,0,Technology,39.4,TR015
TRD001235,CP014,Fouquet SA,FR0000000036,2024-05-06,2024-05-08,FI,3082974.39,105.9842,29089,105.9633,106.0589,106.0111,2709809,10.71,B,0,Healthcare,44.5,TR015
TRD000237,CP006,Moulin,FR0000000015,2024-01-11,2024-01-15,bond,2251249.73,103.0792,21840,103.0499,103.1107,103.0803,1498641,78.43,BBB,0,Energy,19.8,TR011
TRD007866,CP015,Traore,FR0000000135,2024-06-17,2024-06-19,derivative,624084.07,35.6701,17496,35.6127,35.7137,35.6632,4072836,13.9,BB,1,Financials,35.8,TR001
TRD000655,CP024,Moreno Godard S.A.,FR0000000012,2024-06-10,2024-06-12,equity,23358487.74,711.2816,32840,710.09,711.7587,710.9244,4784838,N/A,BB,0,Consumer Discretionary,14.5,TR006
TRD006493,CP019,Pelletier et Fils,FR0000000119,2024-04-08,2024-04-10,bond,2672209.67,228.5017,27907,95.6382,95.792,95.7151,3100024,30.28,A,0,Real Estate,73.6,TR011
TRD008717,CP019,Pelletier et Fils,FR0000000047,2024-01-24,2024-01-26,derivative,426655.52,26.8185,15909,26.7603,26.8321,26.7962,786237,29.23,A,0,Real Estate,66.9,TR005
TRD005699,CP018,Moreau SA,FR0000000113,2024-03-13,2024-03-15,derivative,1393261.25,38.226,36448,38.1069,38.2617,38.1843,1125075,40.82,A,0,Healthcare,13.6,TR022
TRD002385,CP010,Allard,FR0000000109,2024-06-19,2024-06-21,equity,5908794.64,159.3655,37077,159.24,159.8109,216.9095,3368891,40.53,BBB,0,Financials,59.7,TR004
TRD008338,CP016,Gros,FR0000000071,2024-05-27,2024-05-29,bond,4106275.96,99.4015,41310,99.3663,99.4668,99.4166,1279076,N/A,BB,0,Healthcare,46.2,TR020
TRD006252,CP035,Hernandez SARL,FR0000000051,2024-04-16,2024-04-15,equity,368046.39,102.3773,3595,102.31,102.5888,102.4494,4035080,53.91,CCC,0,Industrials,39.8,TR022
TRD001391,CP013,Berger,FR0000000021,2024-02-05,2024-02-07,Bond,101692.1,102.5122,992,102.3352,102.7928,102.564,3437154,79.48,AA,0,Healthcare,12.9,TR009
TRD008245,CP038,Maréchal,FR0000000144,2024-03-04,2024-03-06,equity,4442003.28,401.6641,11059,401.36,402.0504,401.7052,2544516,12.2,AA,0,Technology,35.6,TR005
TRD008610,CP047,Bernard S.A.,FR0000000036,2024-04-02,2024-04-04,Fx,1975.1,0.8419,2346,0.841345,0.8433,0.8423,2409062,8.75,B,0,Industrials,21.4,TR009
TRD004642,CP044,Reynaud,FR0000000139,2024-04-22,2024-04-24,fx,30216.66,0.8622,35046,0.861186,0.8634,1.4727,1061407,40.03,BBB,0,Technology,39.2,TR024
TRD001084,CP022,Gros Cohen SARL,FR0000000051,2024-03-11,2024-03-13,equity,14648495.55,405.7755,36100,405.4,405.8915,405.6458,3659946,,BB,0,Energy,15.4,TR006
TRD005161,CP026,Menard S.A.,FR0000000066,2024-05-14,2024-05-16,fx,21457.65,0.8489,25277,0.845863,0.8498,0.8478,4195669,30.78,AA,0,Energy,12.1,TR018
TRD006533,CP016,Gros,FR0000000051,2024-05-30,2024-06-03,bond,1019764.61,85.5579,11919,85.3184,85.7164,85.5174,3119880,,BB,1,Healthcare,42.1,TR014
TRD002656,CP017,Bègue,FR0000000046,2024-03-06,2024-03-08,EQ,2122650.18,63.306,33530,63.24,63.3146,63.2773,3102532,39.5,A,0,Utilities,20.3,TR005
TRD003375,CP033,Dupuy,FR0000000096,2024-02-12,2024-02-14,derivative,362925.9,10.0514,36107,10.0162,10.059,10.0376,4715505,,CCC,1,Consumer Discretionary,12.1,TR016
TRD004987,CP007,Wagner SARL,FR0000000084,2024-01-29,2024-01-31,Derivative,1303328.2,31.5179,41352,31.4845,31.5261,31.5053,1557741,7.41,BBB,0,Technology,51.6,TR002
TRD006578,CP017,Bègue,FR0000000033,2024-04-19,2024-04-22,bond,1481137.39,87.4653,16934,87.1689,87.54,87.3544,3667169,,A,0,Utilities,25.5,TR008
TRD001133,CP014,Fouquet SA,FR0000000026,2024-05-03,2024-05-06,bond,459549.0,96.8083,4747,96.6357,96.9595,96.7976,580375,16.69,B,0,Healthcare,38.6,TR016
TRD005659,CP028,Maurice,FR0000000077,2024-01-29,2024-01-31,fx,30171.62,0.8349,36138,0.833221,0.8359,0.8346,2278330,,B,0,Consumer Discretionary,18.8,TR002
TRD006670,CP036,Chevalier Lamy et Fils,FR0000000145,2024-04-15,2024-04-17,Derivatives,556375.19,43.9718,12653,43.9233,44.1096,44.0164,2208179,65.9,BBB,0,Financials,70.7,TR022
TRD001706,CP028,Maurice,FR0000000078,2024-05-20,2024-05-22,equity,9341545.14,344.0463,27152,343.68,344.6176,344.1488,95811,72.72,B,1,Consumer Discretionary,10.4,TR022
TRD000384,CP039,Laroche Gilbert S.A.R.L.,FR0000000003,2024-06-17,2024-06-19,Fx,31137.93,0.8388,37122,0.83789,0.8403,0.8391,433790,16.97,BBB,0,Utilities,71.4,TR022
TRD001348,CP014,Fouquet SA,FR0000000007,2024-01-11,2024-01-15,FOREX,7123.85,1.1881,5996,1.18769,1.1888,1.1882,120134,44.12,B,1,Healthcare,41.5,TR017
TRD008699,CP022,Gros Cohen SARL,FR0000000034,2024-05-08,2024-05-10,bond,5226776.31,106.9636,48865,106.8984,107.0722,106.9853,1529238,76.02,,0,Energy,18.6,TR010
TRD001728,CP042,Marion S.A.R.L.,FR0000000011,2024-03-14,2024-03-18,equity,28868253.46,578.244,49924,577.98,579.8673,578.9236,1694367,#VALUE!,A,0,Consumer Discretionary,52.4,TR018
TRD006814,CP001,Ruiz SA,FR0000000111,2024-03-18,2024-03-20,derivative,1273937.72,28.0245,45458,27.9718,28.0565,28.0142,1706987,72.19,B,1,Technology,15.4,TR011
TRD005591,CP001,Ruiz SA,FR0000000074,2024-01-16,2024-01-18,Fx,6914.32,1.0481,6597,1.047658,1.0508,1.0492,3859007,84.53,B,0,Technology,18.1,TR002
TRD005143,CP009,Dias Guillaume et Fils,FR0000000131,2024-04-26,2024-04-29,fx,16822.19,0.8249,20393,0.823261,0.8273,0.8253,1009865,68.87,,0,Utilities,53.5,TR022
TRD005347,CP031,Lebon et Fils,FR0000000149,2024-03-21,2024-03-25,fx,50882.88,1.2415,40985,1.240938,1.2464,1.2437,4289343,63.58,BBB,0,Utilities,40.6,TR022
TRD003547,CP004,Paul Bertin SARL,FR0000000139,2024-02-14,2024-02-16,equity,27610264.73,682.527,40453,680.56,683.046,681.803,207699,24.96,BB,0,Healthcare,9.6,TR022
TRD005516,CP044,Reynaud,FR0000000082,2024-03-25,2024-03-27,derivative,67349.17,46.8679,1437,46.8466,46.8803,46.8635,1720950,43.57,BBB,0,Technology,44.5,TR017
TRD008636,CP015,Traore,FR0000000028,2024-05-23,2024-05-27,fx,21793.66,0.8833,24673,0.882966,0.8848,0.8839,2117338,69.19,BB,0,Financials,43.6,TR009
TRD008251,CP014,Fouquet SA,FR0000000065,2024-03-11,2024-03-13,Foreign Exchange,58614.01,1.1747,49897,1.17286,1.1753,1.1741,2511620,49.54,B,1,Healthcare,37.5,TR005
TRD001907,CP047,Bernard S.A.,FR0000000082,2024-04-22,2024-04-24,FI,4381059.01,95.3316,45956,95.1419,95.4297,95.2858,4635849,79.07,B,0,Industrials,14.8,TR011
TRD007986,CP039,Laroche Gilbert S.A.R.L.,FR0000000071,2024-02-09,2024-02-12,EQUITY,985096.5,313.725,3140,312.98,314.0339,313.507,3225167,36.44,BBB,0,Utilities,74.0,TR023
TRD008289,CP047,Bernard S.A.,FR0000000089,2024-06-21,2024-06-24,Fx,34251.56,0.9758,35101,0.974399,0.9776,0.976,874017,66.13,B,1,Industrials,18.1,TR009
TRD005948,CP028,Maurice,FR0000000006,2024-05-03,2024-05-06,bond,705888.58,102.615,6879,102.5884,102.7229,102.6556,327281,,B,0,Consumer Discretionary,19.5,TR013
TRD008727,CP015,Traore,FR0000000011,2024-01-29,2024-01-31,FOREX,4027.52,0.8551,4710,0.85432,0.8563,0.8553,4865685,33.27,BB,0,Financials,40.6,TR018
TRD000219,CP001,Ruiz SA,FR0000000063,2024-01-15,2024-01-17,equity,931822.63,385.5286,2417,385.34,386.1968,385.7684,2709470,49.23,,0,Technology,19.3,TR008
TRD007518,CP014,Fouquet SA,FR0000000115,2024-06-21,2024-06-24,derivative,1101672.54,34.4887,31943,34.4402,34.5031,34.4716,1439469,57.67,,0,Healthcare,42.2,TR002
TRD007921,CP043,Noël S.A.R.L.,FR0000000067,2024-04-10,2024-04-12,fx,19112.63,0.8193,23328,0.816613,0.82,0.8183,4528225,14.42,,0,Healthcare,38.1,TR019
TRD005981,CP015,Traore,FR0000000003,2024-01-17,2024-01-19,bond,872272.12,113.6659,7674,113.6143,113.7235,113.6689,2854543,36.32,,1,Financials,42.5,TR023
TRD005722,CP004,Paul Bertin SARL,FR0000000013,2024-01-11,2024-01-15,DERIV,7166.27,36.7501,195,36.7334,36.7791,36.7563,4886620,20.19,BB,0,Healthcare,14.6,TR011
TRD002153,CP013,Berger,FR0000000070,2024-05-16,2024-05-20,fx,425.51,1.202,354,1.201055,1.2067,1.2039,2960231,5.89,,0,Healthcare,15.9,TR016
TRD001003,CP006,Moulin,FR0000000130,2024-05-22,2024-05-24,bond,1252854.13,97.3393,12871,96.9267,97.3857,97.1562,1676624,16.34,,0,Energy,24.6,TR024
TRD000570,CP034,Fabre,FR0000000005,2024-01-17,2024-01-19,fx,51300.3,1.2046,42587,1.203482,1.2071,1.9229,2918868,38.37,CCC,1,Consumer Discretionary,22.5,TR015
TRD006436,CP008,Dufour S.A.R.L.,FR0000000003,2024-03-07,2024-03-11,equity,622010.56,20.3851,30513,20.35,20.4165,20.3833,155343,70.14,BBB,0,Technology,39.0,TR012
TRD001204,CP027,Roussel,FR0000000006,2024-03-18,2024-03-20,equity,7160213.53,786.3182,9106,785.28,786.8308,786.0554,3051140,79.51,BBB,0,Healthcare,72.4,TR004
TRD002788,CP022,Gros Cohen SARL,FR0000000056,2024-04-08,2024-04-10,FOREX,6287.04,0.8496,7400,0.847798,0.8517,0.8497,4773007,82.57,BB,1,Energy,17.1,TR018
TRD005517,CP011,Traore,FR0000000116,2024-04-29,2024-05-01,equity,5513152.87,389.237,14164,388.2,389.9733,389.0866,1645505,23.18,CCC,0,Financials,39.9,TR018
TRD002455,CP035,Hernandez SARL,FR0000000107,2024-04-22,2024-04-24,Equities,1239094.78,160.9214,7700,160.73,160.9834,160.8567,1719735,66.44,CCC,0,Industrials,38.8,TR017
TRD005976,CP003,Breton,FR0000000118,2024-01-08,2024-01-10,BOND,4648470.33,93.5193,49706,93.4236,93.6215,93.5225,4518178,58.11,A,0,Industrials,17.6,TR004
TRD005504,CP014,Fouquet SA,FR0000000139,2024-04-26,2024-04-29,equity,1607300.55,54.9636,29243,54.82,55.0099,54.915,4013393,24.07,B,0,Healthcare,39.4,TR004
TRD002419,CP030,Marie,FR0000000139,2024-06-10,2024-06-12,Fx,49183.24,1.4594,33701,1.458496,1.4614,1.4599,591089,25.64,A,0,Technology,54.7,TR008
TRD006270,CP045,Leclerc S.A.S.,FR0000000069,2024-05-01,2024-05-03,bond,2279391.87,109.2919,20856,109.214,109.3207,109.2673,1120515,,AA,0,Financials,18.0,TR004
TRD005949,CP014,Fouquet SA,FR0000000132,2024-03-08,2024-03-11,derivative,1515200.55,39.6307,38233,39.5986,39.7503,39.6745,263297,45.56,B,0,Healthcare,41.3,TR011
TRD002673,CP046,Boucher Charpentier SARL,FR0000000095,2024-05-06,2024-05-08,Derivative,382740.71,10.0838,37956,10.0786,10.1154,10.097,2220791,70.57,BB,1,Healthcare,19.2,TR008
TRD002681,CP011,Traore,FR0000000106,2024-06-19,2024-06-21,equity,26522505.56,613.9611,43199,611.67,614.6683,613.1691,3668355,35.64,CCC,0,Financials,41.1,TR017
TRD001684,CP022,Gros Cohen SARL,FR0000000026,2024-05-07,2024-05-09,bond,3068698.27,92.1365,33306,92.0263,92.2264,92.1264,392641,12.88,,0,Energy,17.1,TR022
TRD005009,CP032,Tessier,FR0000000068,2024-01-08,2024-01-10,Foreign Exchange,42493.11,1.4107,30122,1.409676,1.4134,1.4115,4386577,66.81,A,0,Technology,25.9,TR018
TRD007953,CP038,Maréchal,FR0000000061,2024-04-18,2024-04-22,derivative,1259625.88,27.0051,46644,26.9955,27.0544,27.025,4616501,,AA,0,Technology,41.0,TR015
TRD005481,CP014,Fouquet SA,FR0000000137,2024-03-04,2024-03-06,bond,210470.3,88.4329,2380,88.2961,88.5384,88.4172,4131580,23.77,B,0,Healthcare,38.7,TR002
TRD000759,CP042,Marion S.A.R.L.,FR0000000037,2024-06-24,2024-06-26,bond,4602725.49,115.0854,39994,114.8025,115.119,114.9607,1110565,,A,0,Consumer Discretionary,59.5,TR011
TRD004624,CP026,Menard S.A.,FR0000000137,2024-02-19,2024-02-21,bond,2933146.38,98.6628,29729,98.4826,98.7643,98.6235,4524355,,AA,0,Energy,7.8,TR018
TRD007206,CP034,Fabre,FR0000000056,2024-06-03,2024-06-05,fx,22780.28,1.4599,15604,1.455782,1.4616,1.4587,4336384,45.12,CCC,1,Consumer Discretionary,21.1,TR020
TRD004638,CP022,Gros Cohen SARL,FR0000000064,2024-02-09,2024-02-12,fx,6169.13,1.0054,6136,1.004115,1.0058,1.005,4199417,69.59,BB,0,Energy,18.5,TR002
TRD006377,CP010,Allard,FR0000000081,2024-06-25,2024-06-27,equity,318118.72,178.5178,1782,177.98,178.6174,178.2987,4058729,13.8,,0,Financials,57.6,TR024
TRD007796,CP047,Bernard S.A.,FR0000000055,2024-01-16,2024-01-18,derivative,364632.42,20.5392,17753,20.5074,20.5594,20.5334,1676569,72.85,,0,Industrials,16.3,TR021
TRD006421,CP035,Hernandez SARL,FR0000000096,2024-04-02,2024-04-04,BOND,279023.04,94.1691,2963,94.0671,94.2152,94.1411,127393,66.56,CCC,1,Industrials,45.9,TR020
TRD005170,CP042,Marion S.A.R.L.,FR0000000119,2024-02-07,2024-02-09,fx,53424.67,1.4171,37700,1.41634,1.4178,1.4171,2362980,10.24,A,0,Consumer Discretionary,51.8,TR023
TRD002096,CP016,Gros,FR0000000048,2024-06-24,2024-06-26,bond,3506685.45,98.037,35769,98.0164,98.2015,98.1089,4646777,,BB,0,Healthcare,45.2,TR009
TRD000966,CP004,Paul Bertin SARL,FR0000000082,2024-05-20,2024-05-22,Equity,2205937.58,169.2189,13036,169.19,169.3632,169.2766,90551,12.99,BB,0,Healthcare,13.0,TR019
