trade_id,isin,trade_date,settlement_date,asset_class,notional_eur,price,quantity,bid,ask,mid_price,volume_j,volatility_30d,credit_rating,default_flag,sector,country_risk,is_anomaly_multivariate,credit_rating_was_missing,volatility_30d_was_missing,country_risk_was_missing,counterparty_name_hash,trader_id_hash,counterparty_id_hash
TRD000123,FR0000000116,2024-06-14,2024-06-17,fx,46309.19,1.2782,36230.0,1.276076,1.2787,1.277388,3639065.0,56.18,bbb,0.0,healthcare,68.2,0,0,0,0,819425f82a502ccd9234649acc3cfbef42214545eca682c85043338b940d9de3,59a7cc005d6b04b3ffcab460804622f5cf036735168a1d67094487432f3cb9e7,9cd78541e60a520e049a507c5986130a57f7b4a0e0eeb36d8e853a7f3bb11c3d
TRD005845,FR0000000087,2024-03-11,2024-03-13,derivative,356207.06,39.5036,9024.0,39.4227,39.5845,39.5036,4263736.0,27.95,bbb,0.0,financials,67.0,0,0,0,0,7b21f70363e6dff827b607dc4d1d418c1ee8dfaa3e6ed2305a41502c4752196d,59a7cc005d6b04b3ffcab460804622f5cf036735168a1d67094487432f3cb9e7,9fcb3eb7a7f5f1ba94af06cbfb8f2e964c3de9929c8bca1154edc54b586cba3b
TRD001844,FR0000000006,2024-01-18,2024-01-22,bond,1717023.56,97.2873,17649.0,97.2463,97.3149,97.28059999999999,519718.0,17.31,bbb,0.0,technology,35.8,0,0,0,0,134cdd199f75ff3bf9ad03648271e44fa26288a1b038e02a7e7666a9ca27fbd0,c354953526cc3f772ab230be4a98e863fc18e83ce500d07d0b3c5c5ac6cdae0a,1a83c3675bb91125e10076bbd4be2fc1d0c84d015e10d4d306aa86aa5910dfe7
TRD004820,FR0000000119,2024-01-10,2024-01-12,derivative,304513.64,7.8955,38568.0,7.8844,7.8971,7.890750000000001,2716547.0,54.42,bbb,0.0,utilities,67.1,0,0,0,0,118ad1c7ae68a7ba546ee6b85ee9fb53f8c9885bdf21f2dc7c0ab009795eebe0,98e7093d712801898bb140be5cc8c926acbb4cf4a30753c24382d663ecebe388,dab5c732460bd365204acf57563b74284aa7c4b99bb2dcfe174ac61b6a5c1c04
TRD003629,FR0000000096,2024-04-01,2024-04-03,fx,32166.28,1.1525,27910.0,1.150153,1.1544,1.1522765000000001,2857600.0,45.51,bbb,1.0,financials,25.1,0,0,1,0,ede409259acd941a620c55254a4889ec91ae12c1f01403ebf77ac4e05e5df2e0,1e6d2809a3132870665626764cae18d9a867ae5cdcb805addc88c15a758dce71,cb7340f4ca0eed03e06f7bbb914d9eab7e01ba952ac767b85cefdb7bd6d789e4
TRD004768,FR0000000015,2024-03-28,2024-04-01,derivative,63876.25,41.5861,1536.0,41.469,41.637,41.553,116390.0,63.61,b,0.0,industrials,16.6,0,1,0,0,51a51206564d79c0666c1dc5b85e6046500da377b253b925ffabbd0957e1e29a,8c183d99a2fcda30f0978ba1aea028e73457f2aecd275de83fde141a609849ca,fa9baabe99b6963c3cf5df1375367ed6d91651b06f6f0de5512ee33e1ea01adc
TRD006757,FR0000000014,2024-03-25,2024-03-27,equity,8139595.07,168.424,48328.0,168.34,168.5539,168.44695000000002,4848563.0,21.27,bbb,0.0,financials,54.9,1,1,0,0,95ee73b9e18eac4075ddbd7890be587e14c89646daf16326326f359ac01fd477,1b3f931ffa3ca6bfa317885b2a9c3c8db785139038d101bcb1aaf65fca0826cf,d548e76e535adeebc35975a8dee43b74042ec3b314bb210135dba6961f8f7243
TRD001293,FR0000000074,2024-06-05,2024-06-07,equity,8806576.471249998,763.8523,21784.0,763.17,763.9873,763.5786499999999,4558993.0,68.87,ccc,0.0,industrials,46.8,1,0,0,0,0a8f398550563b7cc872408f12774291b03f40b5a21ba01f953c93db0ae7c201,b775274b63c108a5cd991edb646a80405e25670d835a057aac1f8be9e60155e2,e0a714f3735134821a341aad753fe3be3442242085dd452e1e3c5cb2e0c2c891
TRD007548,FR0000000023,2024-05-27,2024-05-29,derivative,706442.38,35.4907,19905.0,35.4056,35.5522,35.478899999999996,3281521.0,27.34,b,0.0,healthcare,45.0,0,0,0,0,bb973677745b56cbb88b679ac5e0f9b539c6c07e0168bcf999be30cc907b9ee5,1b3f931ffa3ca6bfa317885b2a9c3c8db785139038d101bcb1aaf65fca0826cf,d12e38325f5c4b29237d2214cebb88faac4167d66201a9dfaf0cd7d323b4b1cb
TRD008083,FR0000000019,2024-05-07,2024-05-09,fx,17845.67,1.177,15162.0,1.174998,1.1783,1.1766489999999998,2310322.0,69.51,bb,0.0,healthcare,16.8,0,1,0,0,716f92154a208a98ad13ef9aa971505ed36752cfe37ee096b569f0719b08eb34,c5ac54aa199509df4f8ce69733f6ddd9ba4fd7f43555c078a9395ac2b3fe86d5,5afb0e29622938ed3a051c2ff0f15a70a824fba7b34e27af676867a7de920ca3
TRD006293,FR0000000008,2024-04-17,2024-04-19,fx,767.91,1.4882,516.0,1.485509,1.4921,1.4888045,1094660.0,19.81,a,0.0,technology,24.9,0,0,0,0,ab2b80fa3fb2a839c6ed527e7b3245cb33c549528c3de2f6e26abd583fc1c25e,477d2ed402557bc1df4b32b18fed4885c0ca09b32a79794bccba3fe17152edab,f3176e105aad159b0dfb9e7b92ba35d744e3c2fcda42eff6305eb8f2827178c0
TRD001515,FR0000000146,2024-02-02,2024-02-05,bond,1835154.82,107.7032,17039.0,107.5894,107.7606,107.675,2271897.0,27.06,aa,0.0,energy,11.6,0,0,0,0,021e10cad59254686f5c76dea8be25e456590d42472291134758dd0481ca4368,b775274b63c108a5cd991edb646a80405e25670d835a057aac1f8be9e60155e2,cb6ef5eb9481f309a01dbda93603ea0a4f0fa39693b3758bc82d244de4f16dcb
TRD001249,FR0000000136,2024-05-13,2024-05-15,equity,8806576.471249998,621.9786,36543.0,621.05,623.4029,622.22645,2320501.0,60.79,bbb,0.0,real estate,42.5,0,1,0,0,8517867f3c83d5fe1e104e99bdf02fdf5b93b10c489ca152da91d151cef4a914,3c3aebe7b04c42726cc5e396f6cfebe47c1437d53b39f47ec43910d655a93f23,959e223b3d6eb167afb83b25edeb7fec5375022ac43c7c7f915f636281ca62ec
TRD005632,FR0000000085,2024-06-19,2024-06-21,equity,4747904.0,607.2265,7819.0,607.15,607.6468,607.3984,4436398.0,57.04,ccc,1.0,consumer discretionary,16.5,0,0,0,0,7370db3149ac6d444ab74952273a58d8860b8739760cf60010724fe8eefbc855,e74fa8d6192595ed0ede0ee58ce2154e9c2089b6756928b9ba3df6e7d79ce7b2,c06eb3b06c4fac21865960501902a70077d04aa5e3dc5411bf305ef48642b647
TRD008485,FR0000000024,2024-03-25,2024-03-27,fx,11597.3,0.8895,13038.0,0.887314,0.8916,0.8894569999999999,1877717.0,76.84,ccc,1.0,consumer discretionary,22.8,0,0,0,0,8a44bc55d87fe0d355fb049181fe66e03b0a7db7a1ab8a961dcb6c80c35eb7df,cafdeb512a3ed3b6cbd8c8802cb1ad578d3a0476d5855c092e66984b04fe5da6,2baea6ece29ec8124de068706c50256990833fd4a00054780746bb7734b0dfe3
TRD006509,FR0000000029,2024-03-27,2024-03-29,equity,8806576.471249998,687.0031,14538.0,686.66,687.7869,687.22345,1161713.0,28.94,bbb,0.0,financials,74.3,0,0,0,0,7b21f70363e6dff827b607dc4d1d418c1ee8dfaa3e6ed2305a41502c4752196d,1b3f931ffa3ca6bfa317885b2a9c3c8db785139038d101bcb1aaf65fca0826cf,9fcb3eb7a7f5f1ba94af06cbfb8f2e964c3de9929c8bca1154edc54b586cba3b
TRD001068,FR0000000077,2024-02-16,2024-02-19,fx,63401.09,1.443,43937.0,1.441735,1.4432,1.4424675,706864.0,20.77,a,0.0,utilities,56.5,0,0,0,0,0fb8c2712600bcd72e3a284e761a491052a4f372f715bb84fef4cc30871feed5,8c183d99a2fcda30f0978ba1aea028e73457f2aecd275de83fde141a609849ca,703eab08d678df06bd8e4ae7f3bffdffa61689da7a7db5da22b2439aadcacb2f
TRD003494,FR0000000031,2024-04-01,2024-04-03,derivative,1135927.68,41.3591,27465.0,41.3284,41.4093,41.36885,1637343.0,74.67,aaa,0.0,industrials,38.2,0,0,0,0,ffd0c099ee74ee75da3f79fd1cd88222fd9d9371e22ea346354facc18b1fde4f,c5ac54aa199509df4f8ce69733f6ddd9ba4fd7f43555c078a9395ac2b3fe86d5,7d8de490e052cfd033f4472335792161819c2877a80abfb1a895f3441dfef74c
TRD002165,FR0000000101,2024-02-27,2024-02-29,fx,40248.89,0.8074,49850.0,0.805479,0.8079,0.8066895,3481805.0,46.37,a,0.0,utilities,58.3,0,0,0,0,0fb8c2712600bcd72e3a284e761a491052a4f372f715bb84fef4cc30871feed5,3c3aebe7b04c42726cc5e396f6cfebe47c1437d53b39f47ec43910d655a93f23,703eab08d678df06bd8e4ae7f3bffdffa61689da7a7db5da22b2439aadcacb2f
TRD000930,FR0000000012,2024-05-08,2024-05-10,bond,1118579.96,94.0932,11888.0,94.0581,94.1444,94.10125,4042001.0,39.06,aa,0.0,healthcare,13.0,0,0,0,0,bcdac91aa441b00a580e67342c1d807c64c6e4f616a0129e730236079a6f77b4,622dd9c20846b0697764a4c79d9f1c34c3e0ea5bedf2672a5067ec50b8bebfa1,19d253ba64374ef75c1ccaa72a4d3b8276ae48e26094a63bcb22c214241c3dd1
TRD000042,FR0000000071,2024-02-26,2024-02-28,derivative,1166255.62,49.1055,23750.0,49.0353,49.2435,49.139399999999995,2311090.0,45.51,bbb,0.0,utilities,33.8,0,0,1,0,9d2a5277ab44e8c2726fd0ff45bd995bbd432d6371ee8167a3b88eec39edead5,622dd9c20846b0697764a4c79d9f1c34c3e0ea5bedf2672a5067ec50b8bebfa1,56be1b23787e06cdfe3e4de5329276b9b57896889dc8fc70e3c2b5ca58dd6d12
TRD004977,FR0000000144,2024-03-14,2024-03-18,derivative,118576.74,45.7472,2592.0,45.7063,45.9023,45.8043,3803128.0,30.71,d,1.0,utilities,41.0,0,0,0,0,07495d28dc0a69d4e9c549093505b040db2f988f609067746e6d102ee475bc7d,c354953526cc3f772ab230be4a98e863fc18e83ce500d07d0b3c5c5ac6cdae0a,87e76ce865fb5792bb6ee1df1cd30a64c7f42e98131d5ed2c0890f49b82bd3cd
TRD001009,FR0000000003,2024-03-12,2024-03-14,equity,8806576.471249998,424.559,39319.0,423.69,424.9014,424.2957,3821510.0,45.51,bb,0.0,financials,56.8,0,0,1,0,b5a3ec9ed368cb087fc50398126356b369be38cacb61bd2c4dfc32e0f0651a72,ffe3acbe7b034241650010633d7c50ad11ffeb6e9fc29e69c0513bbeab3f99f0,ccc094df45bbb23ca232cdf7828b39b7ab6d763ce2c1cd73db418f7ff446cc21
TRD003074,FR0000000075,2024-01-22,2024-01-24,fx,14118.2,1.4785,9549.0,1.473954,1.4802,1.477077,4757801.0,45.51,ccc,0.0,financials,35.2,0,0,1,0,43c388ab67f6788aaf4553813bff1bcd78bdfe1f07d52fe6b8254b2005a14569,59a7cc005d6b04b3ffcab460804622f5cf036735168a1d67094487432f3cb9e7,db501fc7072dcaa73f20873960fbfaf17272cada21e5c9281fa6aa3c8e2c4dac
TRD008470,FR0000000061,2024-05-30,2024-06-03,derivative,194761.34,17.9487,10851.0,17.9357,17.9602,17.94795,938295.0,19.39,bbb,0.0,financials,54.0,0,1,0,0,95ee73b9e18eac4075ddbd7890be587e14c89646daf16326326f359ac01fd477,1b3f931ffa3ca6bfa317885b2a9c3c8db785139038d101bcb1aaf65fca0826cf,d548e76e535adeebc35975a8dee43b74042ec3b314bb210135dba6961f8f7243
TRD003296,FR0000000114,2024-05-15,2024-05-17,bond,3549720.38,100.3256,35382.0,100.1928,100.4594,100.3261,161095.0,35.68,ccc,1.0,consumer discretionary,16.4,0,1,0,0,22a3f28bc33c4176b20f507e703e8907d0fe28e0f79d6451a249367481c32925,cad35667ea63f0e350f05ab423369f9aea4943639ba6610aec58508852769420,25b1cb49320dfa8387d0ade168b8c96c5ed260712c98965f1f65455d8fdc31dd
TRD008557,FR0000000117,2024-05-10,2024-05-13,equity,8806576.471249998,401.5437,33951.0,401.27,403.2583,402.26415,3900971.0,34.47,a,0.0,real estate,70.0,0,0,0,0,f6e92c34c3d4129ae37d00cc9bfdb53c1dd0dbd39f7b767f73672f3b0970f12b,1b3f931ffa3ca6bfa317885b2a9c3c8db785139038d101bcb1aaf65fca0826cf,63353ec2c6ea1ff6a1084cbb53e7b11a1aee798ee0b094091208eb762e91b6b6
TRD000731,FR0000000135,2024-04-29,2024-05-01,derivative,563662.08,15.5343,36285.0,15.5188,15.5419,15.53035,2458159.0,14.53,ccc,1.0,consumer discretionary,9.3,0,0,0,0,7370db3149ac6d444ab74952273a58d8860b8739760cf60010724fe8eefbc855,622dd9c20846b0697764a4c79d9f1c34c3e0ea5bedf2672a5067ec50b8bebfa1,c06eb3b06c4fac21865960501902a70077d04aa5e3dc5411bf305ef48642b647
TRD002430,FR0000000063,2024-02-12,2024-02-14,equity,8806576.471249998,541.3716,40528.0,540.83,543.1441,541.98705,1415821.0,48.23,a,0.0,industrials,18.9,0,0,0,0,51a51206564d79c0666c1dc5b85e6046500da377b253b925ffabbd0957e1e29a,cafdeb512a3ed3b6cbd8c8802cb1ad578d3a0476d5855c092e66984b04fe5da6,fa9baabe99b6963c3cf5df1375367ed6d91651b06f6f0de5512ee33e1ea01adc
TRD004530,FR0000000122,2024-03-25,2024-03-27,fx,42051.21,1.5014,28008.0,1.496001,1.503,1.4995005,3404547.0,61.91,aa,0.0,healthcare,15.3,0,0,0,0,bcdac91aa441b00a580e67342c1d807c64c6e4f616a0129e730236079a6f77b4,3c3aebe7b04c42726cc5e396f6cfebe47c1437d53b39f47ec43910d655a93f23,19d253ba64374ef75c1ccaa72a4d3b8276ae48e26094a63bcb22c214241c3dd1
TRD008572,FR0000000015,2024-05-08,2024-05-10,bond,3248183.82,98.8191,32870.0,98.7948,98.8621,98.82845,3845006.0,78.4,b,0.0,industrials,22.1,0,0,0,0,3637c377ee4d4e5c78b8118d64ee18df1308189f93331712e53c767e16534e91,b775274b63c108a5cd991edb646a80405e25670d835a057aac1f8be9e60155e2,866157fac1611bb1e6f7ab190ce06e607a11c95c2b6381835c1a53a348d4983f
TRD002400,FR0000000022,2024-06-25,2024-06-27,fx,54907.31,1.355,40522.0,1.354262,1.3555,1.354881,3700921.0,49.51,bbb,1.0,healthcare,9.7,0,0,0,0,716f92154a208a98ad13ef9aa971505ed36752cfe37ee096b569f0719b08eb34,d5e67f037ef8f12d84bdbab5ec910ed0730c4c4fc6a6f378321ac67692bb20ed,5afb0e29622938ed3a051c2ff0f15a70a824fba7b34e27af676867a7de920ca3
TRD005034,FR0000000053,2024-05-20,2024-05-22,equity,2155981.61,50.47645,42690.0,50.42,50.5329,50.47645,3733612.0,17.78,a,0.0,technology,59.5,0,0,0,0,128df7cea4bc3f452d35cf3324f6ab4ecc84d833146db40b0f26a65d2b6e165d,b909f7b8686bcf560086dbfccc7078c3d724e4294cc1e8c01536fe1f28e81c63,098ba077479d2398e0d5951b2b98abd811ad386d2b2d255e8e27dd6e70384ff9
TRD002065,FR0000000023,2024-05-20,2024-05-22,fx,45840.86,1.4966,30630.0,1.49325,1.499,1.4961250000000001,4087634.0,64.93,bbb,0.0,real estate,43.2,0,0,0,0,8517867f3c83d5fe1e104e99bdf02fdf5b93b10c489ca152da91d151cef4a914,b775274b63c108a5cd991edb646a80405e25670d835a057aac1f8be9e60155e2,959e223b3d6eb167afb83b25edeb7fec5375022ac43c7c7f915f636281ca62ec
TRD002872,FR0000000124,2024-02-26,2024-02-28,equity,8806576.471249998,307.6634,32396.0,307.58,307.8345,307.70725,501424.0,29.36,ccc,1.0,consumer discretionary,13.3,0,0,0,0,7370db3149ac6d444ab74952273a58d8860b8739760cf60010724fe8eefbc855,1e6d2809a3132870665626764cae18d9a867ae5cdcb805addc88c15a758dce71,c06eb3b06c4fac21865960501902a70077d04aa5e3dc5411bf305ef48642b647
TRD004151,FR0000000023,2024-01-25,2024-01-29,bond,4133746.98,98.1841,42102.0,98.0263,98.2605,98.1434,2430403.0,83.24,bbb,0.0,healthcare,68.0,0,0,0,0,819425f82a502ccd9234649acc3cfbef42214545eca682c85043338b940d9de3,c354953526cc3f772ab230be4a98e863fc18e83ce500d07d0b3c5c5ac6cdae0a,9cd78541e60a520e049a507c5986130a57f7b4a0e0eeb36d8e853a7f3bb11c3d
TRD007871,FR0000000101,2024-04-23,2024-04-25,bond,2971327.27,113.7089,26131.0,113.3658,113.8435,113.60464999999999,4183375.0,80.76,bb,0.0,healthcare,16.5,0,1,0,0,716f92154a208a98ad13ef9aa971505ed36752cfe37ee096b569f0719b08eb34,b909f7b8686bcf560086dbfccc7078c3d724e4294cc1e8c01536fe1f28e81c63,5afb0e29622938ed3a051c2ff0f15a70a824fba7b34e27af676867a7de920ca3
TRD006126,FR0000000105,2024-06-07,2024-06-10,bond,1232692.67,89.971,13701.0,89.7955,90.0768,89.93615,4605712.0,45.51,b,0.0,industrials,14.2,0,0,1,0,3637c377ee4d4e5c78b8118d64ee18df1308189f93331712e53c767e16534e91,cafdeb512a3ed3b6cbd8c8802cb1ad578d3a0476d5855c092e66984b04fe5da6,866157fac1611bb1e6f7ab190ce06e607a11c95c2b6381835c1a53a348d4983f
TRD003935,FR0000000122,2024-03-01,2024-03-04,derivative,274655.45,43.9871,6244.0,43.9319,44.139,44.03545,3719208.0,26.28,bbb,1.0,financials,35.4,0,1,0,0,43c388ab67f6788aaf4553813bff1bcd78bdfe1f07d52fe6b8254b2005a14569,d5e67f037ef8f12d84bdbab5ec910ed0730c4c4fc6a6f378321ac67692bb20ed,45e7d744ee3b091ef8cd464995fb3fe9be27cb766647a32449acd163dcf70183
TRD005439,FR0000000016,2024-03-05,2024-03-07,bond,543273.42,111.8537,4857.0,111.748,111.8819,111.81495000000001,1620716.0,12.31,a,0.0,industrials,14.9,0,0,0,0,51a51206564d79c0666c1dc5b85e6046500da377b253b925ffabbd0957e1e29a,b775274b63c108a5cd991edb646a80405e25670d835a057aac1f8be9e60155e2,fa9baabe99b6963c3cf5df1375367ed6d91651b06f6f0de5512ee33e1ea01adc
TRD000302,FR0000000092,2024-05-27,2024-05-29,equity,7664170.18,630.7959,12150.0,630.46,631.677,631.0685000000001,4565686.0,46.65,bbb,0.0,financials,74.3,0,0,0,0,7b21f70363e6dff827b607dc4d1d418c1ee8dfaa3e6ed2305a41502c4752196d,e74fa8d6192595ed0ede0ee58ce2154e9c2089b6756928b9ba3df6e7d79ce7b2,9fcb3eb7a7f5f1ba94af06cbfb8f2e964c3de9929c8bca1154edc54b586cba3b
TRD007951,FR0000000131,2024-03-04,2024-03-06,equity,8806576.471249998,319.6645,42572.0,319.41,320.6537,320.03185,2585689.0,46.87,ccc,0.0,financials,34.8,0,0,0,0,43c388ab67f6788aaf4553813bff1bcd78bdfe1f07d52fe6b8254b2005a14569,130af4b21a242eadf1292740d56b24da807014031db084dee139b1e7e0ba27ac,db501fc7072dcaa73f20873960fbfaf17272cada21e5c9281fa6aa3c8e2c4dac
TRD001182,FR0000000103,2024-03-18,2024-03-20,fx,27841.05,1.3667,20371.0,1.364876,1.367,1.3659379999999999,1312072.0,58.3,a,0.0,consumer discretionary,52.3,0,0,0,0,d000b04761a15d6e2512eac8c4534457ace758b775924464d8af7d40b7009049,622dd9c20846b0697764a4c79d9f1c34c3e0ea5bedf2672a5067ec50b8bebfa1,ff885370495b553b53773a04f298c3905eda53c7a1f80c5688ff6b4d7058e261
TRD008580,FR0000000013,2024-04-29,2024-05-01,equity,2930868.55,782.1907,3747.0,781.78,782.8625,782.32125,1568019.0,37.05,a,0.0,healthcare,38.7,1,0,0,0,f2abab107ced7b9c989f14b8729b5bec8e9eacc145aeac3e8078eb56726e7f03,cafdeb512a3ed3b6cbd8c8802cb1ad578d3a0476d5855c092e66984b04fe5da6,15e4d24df550c016585d27bc5ef7544d8bb5517679072137cba6fbdda55e9115
TRD008600,FR0000000062,2024-01-09,2024-01-11,equity,8806576.471249998,327.5428,40879.0,326.93,327.8883,327.40915,1473959.0,47.72,a,0.0,utilities,52.5,0,0,0,0,0fb8c2712600bcd72e3a284e761a491052a4f372f715bb84fef4cc30871feed5,cd9f75c6628f01c232c59a3d4afaa5b39da555dc0b0af01934f3f10befb45fe8,703eab08d678df06bd8e4ae7f3bffdffa61689da7a7db5da22b2439aadcacb2f
TRD008558,FR0000000138,2024-02-19,2024-02-21,fx,29212.35,1.1223,26029.0,1.122016,1.1229,1.122458,558862.0,24.94,a,0.0,real estate,72.9,0,0,0,0,f6e92c34c3d4129ae37d00cc9bfdb53c1dd0dbd39f7b767f73672f3b0970f12b,3779f12f5c3b4bff5d8230078c871faec02281591fce899a6199a60faa8b680b,63353ec2c6ea1ff6a1084cbb53e7b11a1aee798ee0b094091208eb762e91b6b6
TRD001203,FR0000000036,2024-01-16,2024-01-18,derivative,1109639.9,40.9431,27102.0,40.8768,41.0811,40.97895,4189934.0,83.5,aaa,0.0,industrials,43.5,0,0,0,0,ffd0c099ee74ee75da3f79fd1cd88222fd9d9371e22ea346354facc18b1fde4f,98e7093d712801898bb140be5cc8c926acbb4cf4a30753c24382d663ecebe388,7d8de490e052cfd033f4472335792161819c2877a80abfb1a895f3441dfef74c
TRD008607,FR0000000099,2024-05-27,2024-05-29,derivative,1458853.24,30.283,48174.0,30.2699,30.2858,30.27785,2323588.0,10.27,a,0.0,real estate,73.6,0,0,0,0,f6e92c34c3d4129ae37d00cc9bfdb53c1dd0dbd39f7b767f73672f3b0970f12b,28b2e1f508b2f45a6569a77e3262de05ec1f1575903b55b91f526d375d830560,63353ec2c6ea1ff6a1084cbb53e7b11a1aee798ee0b094091208eb762e91b6b6
TRD000089,FR0000000002,2024-03-25,2024-03-27,fx,61170.17,1.3236,46215.0,1.32291,1.3246,1.323755,2980969.0,23.41,bbb,0.0,technology,42.9,0,0,0,0,08f65dc6362cec3ff14e0f979cf741e859357a403944bdb2df6ca28329a71b9c,c5ac54aa199509df4f8ce69733f6ddd9ba4fd7f43555c078a9395ac2b3fe86d5,68ff77ef6d74175ecdeae051bed539763cb5a01714d1747492ab3a7015979f72
TRD003819,FR0000000127,2024-03-25,2024-03-27,derivative,944977.23,42.8328,22062.0,42.8206,42.8653,42.84295,2891656.0,27.18,bbb,0.0,healthcare,74.1,0,0,0,0,6492acfd020621263802b5c143a0c94e659eba6de160601f47a1b452a4af7761,3d4a98b865884bec4aafdce70de970388c6523c58b46198982b596ac88246f8e,081f597699441ac76dd9d46ef37a093cc94b51a1f96a799d2ecd904b740503ab
TRD004650,FR0000000136,2024-01-15,2024-01-17,bond,1571734.17,90.3711,17392.0,90.0205,90.4687,90.24459999999999,2355830.0,12.66,ccc,1.0,consumer discretionary,8.1,0,1,0,0,7370db3149ac6d444ab74952273a58d8860b8739760cf60010724fe8eefbc855,cd9f75c6628f01c232c59a3d4afaa5b39da555dc0b0af01934f3f10befb45fe8,c06eb3b06c4fac21865960501902a70077d04aa5e3dc5411bf305ef48642b647
TRD000752,FR0000000102,2024-02-12,2024-02-14,fx,21757.07,1.279,17011.0,1.275932,1.2816,1.278766,1325339.0,78.53,b,0.0,technology,15.2,0,0,0,0,a91eb6234be0fe64e1bf3cd0406143db5342db6fe34dd79337546d37624d0f30,1b3f931ffa3ca6bfa317885b2a9c3c8db785139038d101bcb1aaf65fca0826cf,2ecb501d2f14cc35f09acc1b9992902892e9a8971fbec113ab3e8f61099fe313
TRD000388,FR0000000007,2024-06-03,2024-06-05,derivative,258579.36,8.892,29080.0,8.8781,8.8965,8.8873,1968652.0,54.85,a,0.0,consumer discretionary,54.6,0,0,0,0,d000b04761a15d6e2512eac8c4534457ace758b775924464d8af7d40b7009049,cafdeb512a3ed3b6cbd8c8802cb1ad578d3a0476d5855c092e66984b04fe5da6,ff885370495b553b53773a04f298c3905eda53c7a1f80c5688ff6b4d7058e261
TRD000208,FR0000000123,2024-06-27,2024-07-01,equity,1337261.04,194.8508,6863.0,194.72,194.8956,194.8078,1126911.0,30.07,a,0.0,utilities,59.0,0,0,0,0,0fb8c2712600bcd72e3a284e761a491052a4f372f715bb84fef4cc30871feed5,28b2e1f508b2f45a6569a77e3262de05ec1f1575903b55b91f526d375d830560,703eab08d678df06bd8e4ae7f3bffdffa61689da7a7db5da22b2439aadcacb2f
TRD004047,FR0000000126,2024-02-06,2024-02-08,fx,55199.1,1.3621,40525.0,1.360073,1.3655,1.3627865,4360964.0,24.76,bb,0.0,healthcare,15.1,0,0,0,0,5d3abb7175167f9ab7dcd1164ea402eb1fbb4c060112204cf3cbc84bf673ed30,ffe3acbe7b034241650010633d7c50ad11ffeb6e9fc29e69c0513bbeab3f99f0,303259d31783c515b16efa0133dd13c078743df88cb746613784eacd0a4c5d5d
TRD008205,FR0000000146,2024-05-27,2024-05-29,bond,2805983.22,86.5083,32436.0,86.1604,86.5841,86.37225000000001,1414353.0,60.85,bbb,0.0,financials,19.4,0,1,0,0,ede409259acd941a620c55254a4889ec91ae12c1f01403ebf77ac4e05e5df2e0,cad35667ea63f0e350f05ab423369f9aea4943639ba6610aec58508852769420,cb7340f4ca0eed03e06f7bbb914d9eab7e01ba952ac767b85cefdb7bd6d789e4
TRD000745,FR0000000047,2024-03-25,2024-03-27,fx,28543.11,1.0483,27228.0,1.046826,1.0497,1.048263,2072826.0,53.14,a,0.0,utilities,56.6,0,0,0,0,0fb8c2712600bcd72e3a284e761a491052a4f372f715bb84fef4cc30871feed5,3779f12f5c3b4bff5d8230078c871faec02281591fce899a6199a60faa8b680b,703eab08d678df06bd8e4ae7f3bffdffa61689da7a7db5da22b2439aadcacb2f
TRD005609,FR0000000005,2024-02-28,2024-03-01,fx,13856.76,0.9956,13918.0,0.994056,0.9975,0.995778,1252523.0,45.14,aa,0.0,technology,40.0,0,0,0,0,e5cd94eb8d1d6ee42c55bcb2c377a5d48252c3f6550b9cfe4752bee23a7863ef,59a7cc005d6b04b3ffcab460804622f5cf036735168a1d67094487432f3cb9e7,aa91384e8401dc57094c09a23c72208a5a0410f95708cf47ae847ee77fd90885
TRD002201,FR0000000059,2024-01-15,2024-01-17,derivative,394460.75,38.8593,10151.0,38.8219,38.9176,38.869749999999996,2884819.0,36.19,a,0.0,technology,50.5,0,0,0,0,128df7cea4bc3f452d35cf3324f6ab4ecc84d833146db40b0f26a65d2b6e165d,c354953526cc3f772ab230be4a98e863fc18e83ce500d07d0b3c5c5ac6cdae0a,098ba077479d2398e0d5951b2b98abd811ad386d2b2d255e8e27dd6e70384ff9
TRD000352,FR0000000131,2024-03-25,2024-03-27,fx,54141.7,1.3429,40317.0,1.3457,4.9336,3.13965,1415725.0,27.92,bbb,0.0,technology,43.6,0,0,0,0,0c24ddb56fa9b42c79505510d87a13f59c9c73e2439b08040b111846ab2bee18,28b2e1f508b2f45a6569a77e3262de05ec1f1575903b55b91f526d375d830560,2f39ca77ef3a167641af1ee0dc04cf4c7bdc7518f0132417d6f3a6fecea4e1fb
TRD008478,FR0000000054,2024-01-04,2024-01-08,fx,19778.85,1.035,19110.0,1.03257,1.0368,1.034685,3785640.0,66.39,a,0.0,financials,36.9,0,0,0,0,95cd7c1cb71ce251e30cde2ec28a5d5679ed8bfbb115d18259d2d43c3c0b556e,3c3aebe7b04c42726cc5e396f6cfebe47c1437d53b39f47ec43910d655a93f23,e03cb75761ddd7bbea51cb4c8815eb9fdd74d8fa28be914ce07ad86e1dcde544
